,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,TF-IDF scores,top_word
1837,2021-10-25,Mortgage,FHA mortgage,Trouble during payment process,,"Hi on //  I closed with Mutual of Omaha a Refi FHA loan. After closing on that load I made an electronic payment in the amount of {$2000.00} to the principle of the loan. This was posted/applied correctly on  . Since then the loan has been transferred to another Loan Servicing Company (   ). This took place on //. 


The issue is that on the same day that the loan was transferred, Mutual Of Omaha reversed the principle payment of {$2000.00}. It went something like this.   principle pmt was made and reduced total principle by {$2000.00}, then // Mutual Of Omaha reversed the payment and transferred the loan to  , then on that same date the principle went back up on the loan by {$2000.00}. 

I've contacted both companies at this point ; Mutual Of Omaha the most being that it was their actions that created this issue.   doesn't have the funds on their end. Mutual of Omaha is supposedly doing an investigation. Every time I call I get different responses from MOO. The erroneous actions of Mutual Of Omaha is causing a miscalculated application of interest on the loan, the same on PMI, non-credit of the original principle payment, and creating a great amount of stress as well as taking up a lot of time. 

Please help!",,"MUTUAL OF OMAHA MORTGAGE, LLC",VA,22801,,True,Web,2021-10-25,Closed with explanation,True,True,4842879,[0. 0. 0. ... 0. 0. 0.],"['omaha', 'mutual', 'principle']"
1838,2022-01-04,Mortgage,Conventional home mortgage,Closing on a mortgage,,"Before loan closing we were told we would get a refund check of {$5600.00} for the balance of overpaid taxes we had made in escrow on original loan. The closing doc did not indicate our refund because I was told when I verbally questioned it with underwriting dept rep that the taxes had not been paid yet so it had to show due on the closing statement and we would get the refund at closing for the difference. I also indicated in email communication with closing dept rep that I did not understand why we were being charged twice and she told me we were not and this was correct closing information ( but it wasn't in the end ). We never received the refund we were promised. Instead U.S. Bank paid the taxes twice with the money. The overpayment was returned to US Bank on // by our local county tax department. I was then told by U.S. Bank on // that they had received the refund back and it was sitting in the account to be dispersed to us and that we should have a refund check within 5 - 7 business days. We did not receive it so I called back on // and was told the same thing again. Still did not receive the refund check within 5 - 7 days as promised. I called back a third time on // and was told it would take another 45 days to process which was a different story from the previous two rep conversations. We do not believe it is moral or fair for US Bank to hold our money for so long when we should have receive the refund back in // at closing or shortly thereafter as promised. In the meantime, we are being charged interest on this money as it was financed as a part of our second loan. Also, we are being charged additional funds in our escrow account for the taxes for the new year. So in summary, we are paying 3 times for these taxes plus being charged interest in the new refinance loan on our own money we paid into escrow in original loan in . In other words, first, we paid one year of tax money in original loan escrow in  and taxes were paid to county in //. Second, the money was withheld again in our refinance loan closing in // and we are being charged interest on the money they owe back to us! Third, US Bank is collecting additional tax money in Escrow monthly on current loan. We can not seem to resolve this with them. We keep getting the run-around and are promised resolution but it never happens. What are our rights for our money being withheld for so long and not refunded to us plus we are being charged interest on it?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,GA,30506,,True,Web,2022-01-04,Closed with explanation,True,True,5068490,[0. 0. 0. ... 0. 0. 0.],"['escrow', 'refund', 'money']"
1841,2021-08-27,Mortgage,Conventional home mortgage,Trouble during payment process,,"We have been working with the Mortgage company for over a year with this same problem The Mortgage company continues to report missing months of payments. We have sent documents to provide proof of payments made and received by this company. 
They have sent default letters and return payments back to us, stating we are 90 days overdue. We asked in certified mail to send us confirmation of proof we are behind. We have never gotten a response with this information requested. They have add insurance cost to the mortgage payments. We have provided documentation from the insurance company with proof of insurance on this property. They continue to overlook all the efforts we tried to handle it between us I feel it time to contract or try another way to get this problem corrected. I am open for advise on how or what we need to do so e can end this matter. False information is been reported to Credit Bureau and need to be corrected on our Monthly Statements also. All we are asking is to provide information confirming missing payment, because our records do not show anything missing. ( payments nor insurance ).",Company believes the complaint provided an opportunity to answer consumer's questions,"Shellpoint Partners, LLC",VA,23851,,True,Web,2021-08-27,Closed with explanation,True,True,4669581,[0. 0. 0. ... 0. 0. 0.],"['missing', 'insurance', 'proof']"
1842,2019-02-12,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"On // I began the mortgage application process with Wells Fargo Home Loan. On my initial loan application I said that the home was built in 1975 and converted to real property. On // Wells Fargo charged me {$550.00} for an appraisal. On // I was instructed to take a First Time Home Buyer course through   for {$75.00} as part of my loan application process. On //, some 20 days into escrow, Wells Fargo denied my loan due to the date that the home was built, which I'd included on my initial loan application, leaving me with less than 7 days to secure another loan before losing my earnest money deposit. I subsequently had to relock with another company at a higher rate resulting in a total loss of ~ $  over the life of the loan. Further, my credit was damaged from being pulled several times by several mortgage companies and credit bureaus in two different months. I filed a complaint with Wells Fargo on // seeking reimbursement for the appraisal and course totalling {$630.00}. I was assigned complaint case number  and customer care representative   at ext. . I have called the customer care line repeatedly and can not reach  . I am then transferred to a generic customer care representative who can not access my file or give me a status update. Moreover, I feel that this is a violation of the Consumer Protection Act and Fair Lending Act due to the fact that the information they claimed to be the cause of denial was provided on day 1 of the loan application process and they could not produce a report or factual evidence as to why the loan was being denied despite documentation from the State of California Housing and Community Development Office that the home was converted to real property and has legal filing with the State of California.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,91361,,True,Web,2019-02-13,Closed with explanation,True,True,3150229,[0. 0. 0. ... 0. 0. 0.],"['process', 'application', 'converted']"
1846,2015-07-14,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I recently sold my home, but the mortgage company refuses to properly credit my mortgage, zero out the loan, and refund my impound account. NationStar Mortgage has been in receipt of  from an insurance claim, plus the title company sent them the additional funds required to zero out the loan, however they improperly applied the wire from the title company. They have not adjusted the principle to use the insurance funds, even though they are in receipt of the affidavit that expressly states that I wish the funds to be applied to the principle on the loan and their own acknowledgement says that they would do so on //2015. 

Additionally after my home sold they disbursed funds from escrow to pay for hazard insurance/taxes, which should not have happend after the close. 

Several times in the past I have had issues with NationStar Mortgage not properly applying payments, but this has but far been the worst. 

In this case they also broke up the single bank wire payment from the title company into several monthly installments, and a principle payment. I have called and spoken to them 3 times, and each time they promise that they will fix the issue, and yet it has still not been done. 

Each time I have been told that they can not do it immediately but they will fix the issue in a business day ... then nothing is done. I simply want them to fix their mistakes, and refund me the escrow amount back to me.",,NATIONSTAR MORTGAGE LLC,CA,92064,,True,Web,2015-07-14,Closed with explanation,False,True,1467426,"[ 0.          0.          0.         ... 10.66803483  0.
  0.        ]","['principle', 'mortgage', 'funds']"
1851,2016-08-10,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I had a mortgage with Nationstar and in 2012 they approved a short sale and it was complete . However, they did a new update in  for no reason even though the short sale was complete. This is affecting my financing since they have a recent report date due to this fact.",,NATIONSTAR MORTGAGE LLC,UT,84065,,True,Web,2016-08-10,Closed with explanation,False,True,2058044,[0. 0. 0. ... 0. 0. 0.],"['complete', 'short', 'affecting']"
1852,2018-07-16,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Going thru modification with penny mac changed principal balance due and terms of loan from a fixed to a varible called several times single point contact to get hold underwtiting no response,,"PENNYMAC LOAN SERVICES, LLC.",FL,33993,,True,Web,2018-07-16,Closed with explanation,True,True,2963987,[0. 0. 0. ... 0. 0. 0.],"['mac', 'modification', 'penny']"
1853,2017-04-12,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Evidence is attached of Fraud by Wells Fargo and the Arkansas Tax Collector for  County. Attached is one of thousands of examples resulting in $ Millions of dollars of Fraud to Wells Fargo customers in the State of Arkansas : 1 ) For example 2015 Tax Payment Receipt #  is listed as a bulk lot payment of {$11000.00} for several parcels with Escrow holdings by Wells Fargo. However when you go into each tax record individually several of the Tax Parcels claimed to have been paid by Wells Fargo were actually paid by the Homeowners themselves or other Escrow Holding Companies. Not Wells Fargo. 
 2 ) This intentional mis-grouping of tax payment records results in an opportunity to steal in the tax collectors office and the opportunity to send money tagged as "" over-payment '' back to Wells Fargo Executives. This is intentional deceit and intentional theft. 
3 ) With this fraud scheme Wells Fargo Executives overcharge the Escrow accounts of mortgage customers, then intentionally send over-payment to County Tax Collectors in Arkansas. Wells Fargo cleanly benefits when money is returned to them by the Arkansas Tax Collector as "" over-payment/duplicate payments '' for accounts that have already been paid by other parties. 
4 ) The Arkansas Tax Collector keeps some of the "" over-payment/duplicate payments '' in a holding fund for disbursement as they see fit. The Tax Collector and Bank Officials conspire in advance how much money will be overpaid and held each year. The Arkansas Tax Collector knows that Arkansas State only Audits the Summary Tax Records which show the Banks payments were legitimately accounted for : No one checks the individual tax record descriptions which show Wells Fargo was returned funds because that parcel tax record was already paid by another party. 
5. There are thousands of Examples of Fraud currently on the  County Tax Assessors website especially in  County. False Summary Tax Receipts List "" WELLS FARGO REAL ESTATE TAX SERVICES '' as the Payee of Parcel Tax Records that were actually paid by the homeowner or another Escrow servicing company. The misapplication of tax dollars represents $ Millions of dollars of Fraud. 
6. Examples of Fraud are provided in this Compliant.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,AR,71603,Older American,True,Web,2017-04-12,Closed with monetary relief,False,True,2432319,[0. 0. 0. ... 0. 0. 0.],"['tax', 'arkansas', 'payment']"
1854,2016-11-01,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I filed a complaint with CFPB regarding Ditech Financial and their accounting practices and holding mortgage funds in suspense and creating an excessive delinquency. Since my original complaint, Ditech has began returning my mortgage payments. I have made bi-monthly/bi-weekly payments since //. At one point the mortgage company did the auto-draft payment withdrawals every 2 weeks. I stopped the payments when my pay days changed and I was unemployed. However, I continued to send in the payments. Ditech always accepted the payments until //. I believe that it is retaliation for the letters to my US Senator and for filing a complaint with CFPB.",Company believes the complaint is the result of a misunderstanding,Ditech Financial LLC,TX,75093,,True,Web,2016-11-01,Closed with explanation,False,True,2190026,[0. 0. 0. ... 0. 0. 0.],"['mortgage', 'complaint', 'senator']"
1861,2016-12-14,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"We have tried to work with Wells Fargo Home Loans on an adjustable rate mortgage. 
We had worked with Wells Fargo for over 4 years. Our File was missing from their records for almost a year where no one knew where it was. They have sent us summons and complaints we have submitted answers. 
These are some of the dates we have submitted requested documents : //,//,//,//,//,//,//,//,//,//. 
After the // submission no one would speak to us because no one knew what happened to our file. When we did get someone they had to speak to someone else. We never received a return our calls. 
No communication about our mortgage until : //, ////, sent more documents because the others had expired!! 
We waited for a decisions ... ..then it was in underwriting ... ... the underwriter that was assigned was no longer with the company then ... ... ... ... ... ... ... nothing happened in // no response then // a new package was requested We had to wait for underwriting again ... ... ..Nothing // Then // another new package requested. ... .this was by the  person assigned to our account. 
As of // they were still starting over with complete new packages, we had  customer relationship managers. 
// Our loan was transferred to . We had no idea that e were no longer with Wells Fargo because the person assigned to the account has a complete package and it appeared that we were going to finish. Now with  all of what Wells Fargo said they did not need  is asking for. This has been a long, long journey for us we have been given the run around too many times. We need help!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NY,11746,,True,Web,2016-12-14,Closed with explanation,False,True,2248663,[0. 0. 0. ... 0. 0. 0.],"['assigned', 'package', 'account']"
1863,2022-02-18,Mortgage,FHA mortgage,Closing on a mortgage,," filed a   against my property at    , , WI  in . I have tried to obtain the   documents in the amount of {$12000.00} submitted to HUD and according the  documents  not available. 

    : Requested all  lien documents  //. On ,    responded "" we were servicing the first  on the above referenced property and unable to locate any other accounts in our records. Please provide a copy of the title report showing the  is outstanding. Also provide copies of recorded Mortgage and assignments and any payoff information you may have, such as a copy of payoff statement and/or the   . 

HUD RESPONSE : On //, I submitted a request to HUD and the response stated ... ..When using a  Partial  Option your Servicing Lender ( Servicer ) is required to prepare a Partial Claim promissory Note and subordinate Mortgage for your execution. The Servicer should provide you with a copy of the fully executed documents for your records. The executed Partial Claim subordinate Mortgage will be recorded and will result in a  being placed against your property. 

If you can not locate your copy of the Partial Claim promissory Note or subordinate Mortgage you should contact your Servicer to request a copy of these documents. 

   ; RE : . 

Action Required :  Mortgage to provide the  lien documents or contact HUD to  documents of the  lien. I would like it sent to       , TX .",,Ocwen Financial Corporation,TX,78240,Older American,True,Web,2022-02-18,Closed with explanation,True,True,5238433,[0. 0. 0. ... 0. 0. 0.],"['subordinate', 'partial', 'copy']"
1864,2021-10-25,Mortgage,Conventional home mortgage,Closing on a mortgage,,"We recently refinanced a mortgage through JP Morgan Chase. The loan we were refinancing was also a Chase loan. We had an escrow impound account on the old loan with a balance of over {$8000.00} which we were paying monthly so they would pay our taxes and insurance. When we refinanced, we said we no longer wanted an escrow/impound account. We were not asked what they should do with the balance in the escrow account and Chase applied it to our loan payoff without our permission. We received a letter from Chase at the time of closing and it stated that if there was a balance, we would get a check in 10 days. When nothing came in 10 days, we questioned where it was and that is when we learned that they applied it to our previous loan payoff. We had been making these payments monthly, in good faith, with the assumption that these funds would be used to pay our taxes and insurance, not to pay down our balance. Now taxes are due and we dont have the {$8000.00} that we had been paying Chase to pay our taxes. 
Chase offered to refinance our new loan but to get the same interest rate we were given on the loan that recorded this week, we would need to pay {$8000.00} in points. Plus, they would consider the loan to be a cash-out since we would receive our impounded amount back. What is the point of that? If we kept our current new loan, they offered to give us {$1000.00} for our trouble but we still owe taxes which are over {$6000.00}. 
They made a mistake on our loan by not asking us what to do with our impound balance, not making the impound account available to pay the now due taxes and now offering to charge us for a cash out loan with points.",,JPMORGAN CHASE & CO.,CA,95033,Older American,True,Web,2021-10-25,Closed with explanation,True,True,4842785,[0. 0. 0. ... 0. 0. 0.],"['pay', 'chase', 'impound']"
1865,2021-12-23,Mortgage,Conventional home mortgage,Trouble during payment process,,I had hail damage on my roof in  NM in . The insurance company provided me checks for air conditioner replacement and for roof replacement. Flagstar Loss Draft department refuses to endorse the checks and forward me the insurance money so I can pay my contractors. I researched them on   and found they are doing this to tens of thousands of customers. I believe they are trying to keep insurance claim checks for themselves instead of endorsing and returning to their customers. I have had to contact them over 35 times and I get a different agent every time and a supervisor is never available. This appears to me to be way more than just incompetence and looks like a premeditated plan to keep insurance money. Consumers need protection from predatory practices and this looks like a prime example. It is now  time and at this point I do not know how I am going to be able to get my insurance money back from them and pay my contractors.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Flagstar Bank, N.A.",NM,87043,,True,Web,2022-01-11,Closed with explanation,True,True,5037444,[0. 0. 0. ... 0. 0. 0.],"['insurance', 'replacement', 'roof']"
1867,2022-02-18,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"I started a conventional mortgage application with AmeriSave Mortgage Corporation, it was handled by  loan originator. 
He pushed me to sign a disclosure every time I made a small tweak to the loan, as one would do while comparing their loan options. Then he pushed me to lock the rate because rates are going up, it was {$500.00}. I asked him if that means Im approving the current loan selection for the moment because I dont want to do that as long as Im evaluating my options, to which he said no. 
A couple of days later, I look over the last disclosure I signed on their portal, to find it has an attached hefty mortgage points, about {$13000.00}. I called him and told him I dont want to pay mortgage points. He said that changes the rate. I asked how come, since I paid to lock it, now he tells me that locking fee comes with fixed exact amount of mortgage points. That was the first time I heard about that. 
When I asked for a refund, he said that lock and shop fee of {$500.00} was an application fee and is nonrefundable. 
He was downright  to me, hiding information, and focused on  that {$500.00}",Company believes it acted appropriately as authorized by contract or law,AMERISAVE MORTGAGE CORPORATION,TX,75207,,True,Web,2022-02-18,Closed with explanation,True,True,5234607,[0. 0. 0. ... 0. 0. 0.],"['mortgage', 'lock', 'fee']"
1868,2018-10-11,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"I am currently in foreclosure at the beginning of this process I hired an attorney with the intention of keeping my home. We were offered a favorable loan modification that would allow us to keep our home. The only issue is we were not informed of the offer until it was way too late to accept it. Once I learned this I immediately began trying to contact our loan servicing company : Ocwen Loan Servicing, LLC .   , TX -   )  I submitted all the loan modification paperwork including all documentation that was requested. I then called every few days to see the progress of the application. I was informed about a week later that the application was denied. Even though I tried explaining that we were offered a loan modification but that my prior attorney had not informed us until after the offer had expired. I was told to appeal which I did and the appeal was denied as well. We are now dangerously close to losing our home as the foreclosure proceeding are nearing the end. I then emailed the only executive email I could find. For the prior CEO of Ocwen hoping that someone at the executive offices would assist me    I received an email back the next business day informing me that my point of contact would now be Specialized HRD Escalation Agent,   (  ) .  is your designated contact for inquiries and the submission of documents as needed.  is available during the following hours : Monday Friday     ET Ocwen Loan Servicing, LLC   ,     , FL  I have tried calling several times all with no response. PLEASE HELP MY FAMILY KEEP OUR HOME",,Ocwen Financial Corporation,NY,11417,Servicemember,True,Web,2018-10-11,Closed with explanation,True,True,3043309,[0. 0. 0. ... 0. 0. 0.],"['modification', 'foreclosure', 'executive']"
1869,2022-02-18,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Ameris Bank continue to make the Covid Temporary Forbearance process a difficult one. At the start of my request they were very slow with providing me documentation regarding the approval and terms of my forbearance request but after a complaint I started receiving the requested emails and documentation. To date starting from // I have requested a Covid Forbearance Extension and confirmation documentation multiple times. I put in a request on their phone systems only to be told they don't have a record of it. I spoke with their phone reps multiple times and put in a request only to be told to do it again because they don't see any status updates. I have emailed with the same request and they reply back with documentation from the original request and documentation to end the forbearance nothing about what I have requested which is an extension. // I received a call from someone at the bank who acknowledged the emails I sent and said I was approved for an 3 month extension and she would make sure I get the document via email. Three days later no document mail or email. I called the loss mitigation department once again and the representative said she had no record of the extension and asked me if I wanted to request one again. I have almost finished with my first 3 months of forbearance and will require more time to get financially stable.  to  is my first three months of forbearance I have requested an extension over four times since //. I have the emails and phone recordings to prove how difficult Ameris Bank has made this process and until they provide good customer service I will continue to complain even I have to share my issue with the local news station. I am requesting approval status start and end time letter regarding my extension request sent to my email and home address.,,AMERIS BANCORP,GA,30016,,True,Web,2022-02-18,Closed with explanation,True,True,5234779,[0. 0. 0. ... 0. 0. 0.],"['extension', 'request', 'forbearance']"
1870,2021-10-30,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"// a Mortgage Forbearance/ Modification Agreement that the money that is owed is  and not due until //, in the past year they up my loan payments to cover this expense of  was taken on // and  was taken of // and in . not sure about the %. Unable to figurer that part I wrote a letter asking them to send me all my information on both of my loans date from  so I can take them to a third party to review they have refused the first date was // and the second time in writing was // I also asked them to fix the errors // they have refused they want me to go into another forbearance/modification agreement. 
//, Bank of America was still sending inspectors to our home, and one was driver high rate and I want to report them to the police but bank American refuse to send the information of the 3rd party I do not understand why they would send someone to my home during a quarantine of lockdown. ( he got out of his car came up to my home and took photos of my home and ran back into his car put in reverse at high speed and pulled to the next-door cross street neighborhoods drive-in reverse and in forwarding race up the curve up the street. ) Also, I am still under the IL hardship agreement and I do not think they are following this agreement also. 
 I had a modification and they add 14 years to my mortgage, I also notice the amount is smaller it was also taken out. Bank America has refused me a refinance to lower my 4.7 %. I have been looking for a third party to help and review all my stuff bank lack of information from bank America is make it difficult for us. 
I was told by the bank of America they had to pay taxes in  for  I think and charge me for them I paid them in cash they never show me the paperwork from cook county. I should not pay % on this amount. 
I have 2.5 years left with the IL hardship agreement. 
also, my credit has taken a hit.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60193,,True,Web,2021-10-30,Closed with explanation,True,True,4859886,[0. 0. 0. ... 0. 0. 0.],"['modification', 'agreement', 'america']"
1871,2019-03-26,Mortgage,Conventional home mortgage,Unable to get your credit report or credit score,,"I have a mortgage with Mr. Cooper, formerly NationStar Mortgage, several years ago they were incorrectly reporting my mortgage payments as being missed or late. Since I purchased my home I have been on an equity accelerator program where one half of my monthly payment is drafted directly from my bank account every 2 weeks. Approximately 3 years ago upon checking my credit I saw that Nationstar had reported that I had missed 12 mortgage payments, which was completely false. I tried to work with NationStar to get this corrected, as you can imagine what is was doing to my credit, all attempts failed. I was unable to refinance with another lender as my credit was trashed, not only as a result of Nationstar reporting incorrectly but had gone through a nasty divorce. It has now been approximately 2 to 3 years since this occurred and I have been working very hard to improve my credit. In  of  upon checking my credit I found that there was no mortgage reporting on my credit at all. I contacted Nationstar now Mr. Cooper and asked that this be corrected and that my mortgage be reported to the 3 reporting agencies and was told that this would be taken care of. Well it is now  of  and nothing, In  I again called Nationstar which was now Mr. Cooper and tried to get this taken care of and was told that the credit reporting agencies were the ones requesting that it not be reported, and that I needed to send a letter to Mr. Cooper requesting that my payments were once again reported, which I did in // of . After thinking about this I contacted all 3 of the agencies to see why they had requested my mortgage not be reported and was informed that it was Nationstar that asked that the reporting cease. When I discovered this I again called Mr. Cooper, this time I was informed that it was the equity accelerator program that had made the request. I finally got to speak with a supervisor,  who was very kind and said that she would look into the matter and try to get to the bottom of it and gave me a date of //. I then received a letter from Mr. Cooper asking me to send them a letter requesting that they begin reporting my mortgage. I once again contacted . She tried once again to be helpful and told me that the original letter I sent in on // was on file and did not understand why this letter was being asked for again.  told me that she was going to get to the bottom of this and was also going to attempt to have the matter expedited. We are now coming up on the end of  and still this matter, despite my letter and numerous requests is still in the same situation it was when I asked it be corrected last . I do not understand what it is going to take to resolve this matter, and therefore am looking to you for help. I have worked hard improving my credit and I know that having never missed or been late on a mortgage payment if my mortgage was being reported as it should my score would increase dramatically. I want nothing more than to get away from Mr. Cooper, but until they start reporting to the credit bureaus I'm stuck. Any assistance you can give in this matter will be greatly appreciated.",,NATIONSTAR MORTGAGE LLC,TX,78247,Servicemember,True,Web,2019-03-26,Closed with explanation,True,True,3190901,[0. 0. 0. ... 0. 0. 0.],"['mortgage', 'cooper', 'credit']"
1872,2018-10-10,Mortgage,Conventional home mortgage,Trouble during payment process,,"I have a mortgage with Freedom Mortgage. Previously I paid through my local bank. They sent the company a PAPER check. 

Starting in //2018 it was done by Electronic transfer. 

I have sent the company three payments totaling {$19000.00} in //. 

NONE have been credited to my account as of // I called my Bank in late // and they confirmed that the payments were sent through the "" Federal Reserve ''. 

They contacted the mortgage company - no response from the mortgage company I contacted the Mortgage company and was told they were aware of the problem. They were conducting an "" investigation '' to find out why, internally, they did not credit the payments to my account. 

They, so far, have not credited my account and have not communicated the results of their internal "" investigation ''. 

I do not think I should have to wait to get my money credited while they decide where their internal controls failed. 

Plus what do I do about my next loan payment?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,IA,50312,,True,Web,2018-10-10,Closed with explanation,True,True,3041788,[0. 0. 0. ... 0. 0. 0.],"['mortgage', 'account', 'internal']"
1874,2022-02-18,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"Contacted Vanderbilt Mortgage and Finance , Inc. on //2022. I asked for a one month extension on my home mortgage. The representative that handle my account asked me why I needed to extension and was I still working. I answered her questions as to why I needed this extension : My son had purchased a mobile home and needed some financial assistance to have his utilities turned on. 

She asked me how much it cost and I told her {$2000.00} and explained what it would take to get everything turned on for my son. She would put me on hold and come back with more questions. I asked her if it was a problem with my request, she said that I could only get one extension per year and they wanted to make sure that if I had a hardship later ; I would not qualify. 

After of all of her questions, her supervisor came on the phone and continued to question me as to why it cost so much to have his utilities turned on. I explained to him that we live in the rural area it costs more because the water meter had to be ran from across a highway in order to bring the water to his property. The supervisor apparently had issues believing my situation. He said my son was grow and he needed to handle his own financial situation. And that I was still responsible for paying my // mortgage in the amount of {$630.00} During the conversation I indicated to the representative that I could pay  and  during the  payment. But those individuals did not care about my request. 

As you can see, I only needed one extension. What is the reason a customer calls their mortgage company before the note is due, requesting assistance but they don't have any moral values about the customer needs.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"VANDERBILT MORTGAGE & FINANCE, INC",MS,39083,,True,Web,2022-02-18,Closed with explanation,True,True,5234992,[0. 0. 0. ... 0. 0. 0.],"['extension', 'son', 'turned']"
1876,2019-02-12,Mortgage,FHA mortgage,Trouble during payment process,,"My Loan was recently sold to PennyMac. I am noticing the payments I send to my account aren't being credited but instead held in escrow. Also since they purchased my loan I have racked up roughly 200 dollars in fees. Namely, property inspection fees for a total of {$180.00} since receiving my loan from  . The fees are {$75.00} date ///19 another {$75.00} fee on the same date //19 for "" property preservation ''. I also see fees of {$15.00} on ///2019 for "" property inspection fees '' and another fee on ///19 for "" property inspection fees ''. I have sent enough payments to bring my loan current but seems they are not crediting me but instead holding the money in escrow. I am not sure why. I have read a lot of complaints and also I have personally experienced horrible customer service.",,"PENNYMAC LOAN SERVICES, LLC.",NC,28210,,True,Web,2019-02-12,Closed with explanation,True,True,3149968,[0. 0. 0. ... 0. 0. 0.],"['inspection', 'escrow', 'property']"
1877,2018-07-28,Mortgage,FHA mortgage,Trouble during payment process,,"I was shocked when reviewing my credit report and found a late payment on the date below : 30 days late as of // -  of  I have bank statements to prove that i have been paying my mortgage ontime and in full every month. 

I am not sure how this happened. Chase knows that i am trying to refinance my mortgage and is purposely reporting me late so i cant leave them. I Know I made my payments to you when I received my statements. My only thought is that my statement did not get to me.",,JPMORGAN CHASE & CO.,PA,17364,,True,Web,2018-07-28,Closed with explanation,True,True,2975890,[0. 0. 0. ... 0. 0. 0.],"['late', 'mortgage', 'purposely']"
1879,2021-11-16,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"I applied for a mortgage refinance with   at PennyMac early //2021 in order to secure a lower interest rate and monthly payments, of note my existing mortgage is already serviced by PennyMac, and I thought that would make it an easy process, but little did I know then. 
I quickly got approved for a full 1 % lower interest rate after the house appraisal went through, then came the repeat and erratic requests for documents for income verification, solar panel agreement/ etc, followed by 3-4 week periods of no communication, and calling them for an update resulted in requests for the same documents that were already previously provided, then another long silence period, another call to check on the status resulted in the issue of a revised agreement with higher fees and closing costs ( 2 months after the first offer was already approved? ) I demanded that they respected the first agreement and revise down the fees and closing costs to the initial amounts, then radio silence for another 3 weeks, punctured by occasional status update calls from a lady who would scream on the phone, but those calls were that totally non informative, so I called to get more details, and was told that my case was closed per my own request, and they cited some unknown email address that was used to request the closing of my case I, of course, immediately demanded that the case be reopened since I never asked them to close it in the first place, I was also assured that this would be handled by a supervisorchecking the website, all my previously requested documentation was requested once again, by then we were already in //2021, and by then the low interest rate I was offered initially was just not available from any lenders due to the rates creeping up, and I get a survey email asking me about my experience with PennyMacand that is when I call them for a status update, and get told that my application was denied for a high debt to income ratio I cant help but suspect that I was dragged into a lengthy refinance application just to be denied 4 months later when the low interest rates were no longer available, wasting any chance I could I could have refinanced with another company. 
I also suspect that they intentionally declined this preventing me from obtaining a lower interest rate, which could have resulted in lower interest amounts collected by PennyMac over the life of my loan. 
Useful communication was inexistent with my loan officer,  , who came across as duplicitous, dishonest, and vindictive, deciding to deny me a refinance when I demanded they stick with the initial offer terms with lower fees and costs, just as the interest rates went up so much that I missed the chance for a decent refinance with another company. 
My chance to refinance at a lower rate has been wasted by Pennymacs unscrupulous practices and blatant mismanagement.",,"PENNYMAC LOAN SERVICES, LLC.",CA,91362,,True,Web,2021-11-16,Closed with monetary relief,True,True,4918505,[0. 0. 0. ... 0. 0. 0.],"['lower', 'chance', 'refinance']"
1880,2019-02-12,Mortgage,Conventional home mortgage,Trouble during payment process,,"We send our our mortgage payment plus an extra {$500.00} every month ever since we have had our loan with Ditech. They have miss applied our payments for a couple of years now. They have called us making threats that our mortgage is not being paid they keep adding it to a funds in suspense account. They keep charging us a late fee. Our mortgage balance keeps going up instead of down even though we are paying an additional {$500.00} that needs to be applied to the principal. We have made several calls and nothing is resolved. They keep telling us that a supervisor will call us back or that the department that fixes the mistakes will call us back and nothing. 

We need to get this fixed immediately. We have proof that our bank has been sending our payments every single month on time. Sometimes they take up to 2 weeks to apply our payment after they receive it. 

Please help we have no idea what else to do.",Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,CO,80031,,True,Web,2019-02-12,Closed with explanation,True,True,3149952,[0. 0. 0. ... 0. 0. 0.],"['mortgage', 'payment', 'applied']"
